timestamp,scene,object,strategy,rep,initial_estimate_x,initial_pulse,u_star,final_pulse,terminal_error,iterations,stop_reason,history,initial_image,final_image
2026-07-16T19:10:18,scene1,bowl,halving,6,240,325,326,325,1,1,on_target,"[{""pulse"": 325, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bowl_halving_r6_initial.jpg,captures/e2/scene1/bowl_halving_r6_iter1.jpg
2026-07-16T19:10:39,scene1,tissuebox,bisection,4,240,325,306,310,4,4,on_target,"[{""pulse"": 325, ""out"": ""right""}, {""pulse"": 320, ""out"": ""right""}, {""pulse"": 314, ""out"": ""right""}, {""pulse"": 309, ""out"": ""on_target""}]",captures/e2/scene1/tissuebox_bisection_r4_initial.jpg,captures/e2/scene1/tissuebox_bisection_r4_final.jpg
2026-07-16T19:11:25,scene1,bottle,halving,2,440,291,288,284,4,12,on_target,"[{""pulse"": 291, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 276, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 283, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 290, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 287, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 284, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 287, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 284, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 281, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 284, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 287, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 284, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bottle_halving_r2_initial.jpg,captures/e2/scene1/bottle_halving_r2_iter12.jpg
2026-07-16T19:11:28,scene1,tissuebox,open,4,280,318,306,318,12,1,open_loop,[],captures/e2/scene1/tissuebox_open_r4_initial.jpg,captures/e2/scene1/tissuebox_open_r4_final.jpg
2026-07-16T19:11:35,scene1,slipper,bisection,1,420,294,295,294,1,1,on_target,"[{""pulse"": 294, ""out"": ""on_target""}]",captures/e2/scene1/slipper_bisection_r1_initial.jpg,captures/e2/scene1/slipper_bisection_r1_final.jpg
2026-07-16T19:11:40,scene1,bear,halving,1,520,278,278,278,0,1,on_target,"[{""pulse"": 278, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bear_halving_r1_initial.jpg,captures/e2/scene1/bear_halving_r1_iter1.jpg
2026-07-16T19:11:52,scene1,tissuebox,halving,1,280,318,306,326,20,3,on_target,"[{""pulse"": 318, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 333, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 326, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/tissuebox_halving_r1_initial.jpg,captures/e2/scene1/tissuebox_halving_r1_iter3.jpg
2026-07-16T19:12:03,scene1,bear,halving,8,480,284,278,276,2,3,on_target,"[{""pulse"": 284, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 269, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 276, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bear_halving_r8_initial.jpg,captures/e2/scene1/bear_halving_r8_iter3.jpg
2026-07-16T19:12:34,scene1,calculator,halving,8,200,331,317,314,3,9,on_target,"[{""pulse"": 331, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 316, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 316, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 301, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 308, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 305, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 308, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 311, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 314, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/calculator_halving_r8_initial.jpg,captures/e2/scene1/calculator_halving_r8_iter9.jpg
2026-07-16T19:12:40,scene1,umbrella,halving,3,80,352,343,352,9,1,on_target,"[{""pulse"": 352, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/umbrella_halving_r3_initial.jpg,captures/e2/scene1/umbrella_halving_r3_iter1.jpg
2026-07-16T19:12:43,scene1,folder,open,7,560,271,267,271,4,1,open_loop,[],captures/e2/scene1/folder_open_r7_initial.jpg,captures/e2/scene1/folder_open_r7_final.jpg
2026-07-16T19:12:54,scene1,slipper,bisection,3,340,308,295,298,3,2,on_target,"[{""pulse"": 308, ""out"": ""right""}, {""pulse"": 299, ""out"": ""on_target""}]",captures/e2/scene1/slipper_bisection_r3_initial.jpg,captures/e2/scene1/slipper_bisection_r3_final.jpg
2026-07-16T19:12:57,scene1,bottle,open,8,400,298,288,298,10,1,open_loop,[],captures/e2/scene1/bottle_open_r8_initial.jpg,captures/e2/scene1/bottle_open_r8_final.jpg
2026-07-16T19:13:01,scene1,umbrella,open,6,80,352,343,352,9,1,open_loop,[],captures/e2/scene1/umbrella_open_r6_initial.jpg,captures/e2/scene1/umbrella_open_r6_final.jpg
2026-07-16T19:13:04,scene1,calculator,open,2,240,325,317,325,8,1,open_loop,[],captures/e2/scene1/calculator_open_r2_initial.jpg,captures/e2/scene1/calculator_open_r2_final.jpg
2026-07-16T19:13:07,scene1,slipper,open,2,380,301,295,301,6,1,open_loop,[],captures/e2/scene1/slipper_open_r2_initial.jpg,captures/e2/scene1/slipper_open_r2_final.jpg
2026-07-16T19:13:11,scene1,slipper,open,1,360,304,295,304,9,1,open_loop,[],captures/e2/scene1/slipper_open_r1_initial.jpg,captures/e2/scene1/slipper_open_r1_final.jpg
2026-07-16T19:13:14,scene1,tissuebox,open,7,280,318,306,318,12,1,open_loop,[],captures/e2/scene1/tissuebox_open_r7_initial.jpg,captures/e2/scene1/tissuebox_open_r7_final.jpg
2026-07-16T19:13:38,scene1,bowl,halving,1,240,325,326,318,8,7,invisible,"[{""pulse"": 325, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 310, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 317, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 324, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 321, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 318, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 318, ""dir"": ""unknown"", ""on"": false, ""vis"": false}]",captures/e2/scene1/bowl_halving_r1_initial.jpg,captures/e2/scene1/bowl_halving_r1_iter7.jpg
2026-07-16T19:13:41,scene1,bottle,open,3,400,298,288,298,10,1,open_loop,[],captures/e2/scene1/bottle_open_r3_initial.jpg,captures/e2/scene1/bottle_open_r3_final.jpg
2026-07-16T19:13:45,scene1,folder,open,1,560,271,267,271,4,1,open_loop,[],captures/e2/scene1/folder_open_r1_initial.jpg,captures/e2/scene1/folder_open_r1_final.jpg
2026-07-16T19:13:55,scene1,folder,bisection,1,560,271,267,267,0,2,on_target,"[{""pulse"": 271, ""out"": ""right""}, {""pulse"": 267, ""out"": ""on_target""}]",captures/e2/scene1/folder_bisection_r1_initial.jpg,captures/e2/scene1/folder_bisection_r1_final.jpg
2026-07-16T19:14:09,scene1,calculator,bisection,2,280,318,317,318,1,3,invisible,"[{""pulse"": 318, ""out"": ""left""}, {""pulse"": 322, ""out"": ""right""}, {""pulse"": 318, ""out"": ""invisible""}]",captures/e2/scene1/calculator_bisection_r2_initial.jpg,captures/e2/scene1/calculator_bisection_r2_final.jpg
2026-07-16T19:14:23,scene1,calculator,bisection,3,240,325,317,318,1,3,invisible,"[{""pulse"": 325, ""out"": ""right""}, {""pulse"": 321, ""out"": ""right""}, {""pulse"": 318, ""out"": ""invisible""}]",captures/e2/scene1/calculator_bisection_r3_initial.jpg,captures/e2/scene1/calculator_bisection_r3_final.jpg
2026-07-16T19:14:33,scene1,umbrella,bisection,3,40,358,343,351,8,2,on_target,"[{""pulse"": 355, ""out"": ""right""}, {""pulse"": 351, ""out"": ""on_target""}]",captures/e2/scene1/umbrella_bisection_r3_initial.jpg,captures/e2/scene1/umbrella_bisection_r3_final.jpg
2026-07-16T19:14:37,scene1,calculator,open,7,240,325,317,325,8,1,open_loop,[],captures/e2/scene1/calculator_open_r7_initial.jpg,captures/e2/scene1/calculator_open_r7_final.jpg
2026-07-16T19:14:47,scene1,umbrella,halving,2,40,358,343,343,0,2,on_target,"[{""pulse"": 358, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 343, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/umbrella_halving_r2_initial.jpg,captures/e2/scene1/umbrella_halving_r2_iter2.jpg
2026-07-16T19:14:50,scene1,calculator,open,5,240,325,317,325,8,1,open_loop,[],captures/e2/scene1/calculator_open_r5_initial.jpg,captures/e2/scene1/calculator_open_r5_final.jpg
2026-07-16T19:14:54,scene1,calculator,open,4,240,325,317,325,8,1,open_loop,[],captures/e2/scene1/calculator_open_r4_initial.jpg,captures/e2/scene1/calculator_open_r4_final.jpg
2026-07-16T19:15:05,scene1,tissuebox,bisection,1,280,318,306,318,12,2,invisible,"[{""pulse"": 318, ""out"": ""invisible""}, {""pulse"": 318, ""out"": ""invisible""}]",captures/e2/scene1/tissuebox_bisection_r1_initial.jpg,captures/e2/scene1/tissuebox_bisection_r1_final.jpg
2026-07-16T19:15:16,scene1,tissuebox,bisection,5,300,315,306,310,4,2,on_target,"[{""pulse"": 315, ""out"": ""right""}, {""pulse"": 310, ""out"": ""on_target""}]",captures/e2/scene1/tissuebox_bisection_r5_initial.jpg,captures/e2/scene1/tissuebox_bisection_r5_final.jpg
2026-07-16T19:15:30,scene1,bowl,bisection,4,280,318,326,325,1,3,on_target,"[{""pulse"": 318, ""out"": ""left""}, {""pulse"": 322, ""out"": ""left""}, {""pulse"": 325, ""out"": ""on_target""}]",captures/e2/scene1/bowl_bisection_r4_initial.jpg,captures/e2/scene1/bowl_bisection_r4_final.jpg
2026-07-16T19:15:38,scene1,slipper,halving,3,360,304,295,289,6,2,on_target,"[{""pulse"": 304, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 289, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/slipper_halving_r3_initial.jpg,captures/e2/scene1/slipper_halving_r3_iter2.jpg
2026-07-16T19:15:49,scene1,umbrella,bisection,2,40,358,343,351,8,2,on_target,"[{""pulse"": 355, ""out"": ""right""}, {""pulse"": 351, ""out"": ""on_target""}]",captures/e2/scene1/umbrella_bisection_r2_initial.jpg,captures/e2/scene1/umbrella_bisection_r2_final.jpg
2026-07-16T19:15:53,scene1,folder,open,4,520,278,267,278,11,1,open_loop,[],captures/e2/scene1/folder_open_r4_initial.jpg,captures/e2/scene1/folder_open_r4_final.jpg
2026-07-16T19:16:03,scene1,slipper,bisection,8,360,304,295,294,1,2,on_target,"[{""pulse"": 304, ""out"": ""right""}, {""pulse"": 295, ""out"": ""on_target""}]",captures/e2/scene1/slipper_bisection_r8_initial.jpg,captures/e2/scene1/slipper_bisection_r8_final.jpg
2026-07-16T19:16:07,scene1,bear,open,5,520,278,278,278,0,1,open_loop,[],captures/e2/scene1/bear_open_r5_initial.jpg,captures/e2/scene1/bear_open_r5_final.jpg
2026-07-16T19:16:13,scene1,slipper,bisection,5,360,304,295,304,9,1,on_target,"[{""pulse"": 304, ""out"": ""on_target""}]",captures/e2/scene1/slipper_bisection_r5_initial.jpg,captures/e2/scene1/slipper_bisection_r5_final.jpg
2026-07-16T19:16:24,scene1,bowl,halving,4,280,318,326,333,7,3,on_target,"[{""pulse"": 318, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 318, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 333, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bowl_halving_r4_initial.jpg,captures/e2/scene1/bowl_halving_r4_iter3.jpg
2026-07-16T19:16:27,scene1,tissuebox,open,2,280,318,306,318,12,1,open_loop,[],captures/e2/scene1/tissuebox_open_r2_initial.jpg,captures/e2/scene1/tissuebox_open_r2_final.jpg
2026-07-16T19:16:59,scene1,calculator,halving,1,240,325,317,318,1,9,invisible,"[{""pulse"": 325, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 310, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 317, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 324, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 321, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 318, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 321, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 318, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 318, ""dir"": ""unknown"", ""on"": false, ""vis"": false}]",captures/e2/scene1/calculator_halving_r1_initial.jpg,captures/e2/scene1/calculator_halving_r1_iter9.jpg
2026-07-16T19:17:13,scene1,calculator,halving,7,240,325,317,317,0,4,invisible,"[{""pulse"": 325, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 310, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 317, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 317, ""dir"": ""unknown"", ""on"": false, ""vis"": false}]",captures/e2/scene1/calculator_halving_r7_initial.jpg,captures/e2/scene1/calculator_halving_r7_iter4.jpg
2026-07-16T19:17:16,scene1,bottle,open,5,440,291,288,291,3,1,open_loop,[],captures/e2/scene1/bottle_open_r5_initial.jpg,captures/e2/scene1/bottle_open_r5_final.jpg
2026-07-16T19:17:29,scene1,bottle,halving,1,440,291,288,283,5,3,on_target,"[{""pulse"": 291, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 276, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 283, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bottle_halving_r1_initial.jpg,captures/e2/scene1/bottle_halving_r1_iter3.jpg
2026-07-16T19:17:34,scene1,bowl,halving,8,240,325,326,325,1,1,on_target,"[{""pulse"": 325, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bowl_halving_r8_initial.jpg,captures/e2/scene1/bowl_halving_r8_iter1.jpg
2026-07-16T19:17:37,scene1,bowl,open,5,280,318,326,318,8,1,open_loop,[],captures/e2/scene1/bowl_open_r5_initial.jpg,captures/e2/scene1/bowl_open_r5_final.jpg
2026-07-16T19:17:42,scene1,folder,halving,2,560,271,267,271,4,1,on_target,"[{""pulse"": 271, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/folder_halving_r2_initial.jpg,captures/e2/scene1/folder_halving_r2_iter1.jpg
2026-07-16T19:17:46,scene1,folder,open,6,560,271,267,271,4,1,open_loop,[],captures/e2/scene1/folder_open_r6_initial.jpg,captures/e2/scene1/folder_open_r6_final.jpg
2026-07-16T19:17:49,scene1,calculator,open,8,240,325,317,325,8,1,open_loop,[],captures/e2/scene1/calculator_open_r8_initial.jpg,captures/e2/scene1/calculator_open_r8_final.jpg
2026-07-16T19:17:56,scene1,umbrella,bisection,8,80,352,343,351,8,1,on_target,"[{""pulse"": 351, ""out"": ""on_target""}]",captures/e2/scene1/umbrella_bisection_r8_initial.jpg,captures/e2/scene1/umbrella_bisection_r8_final.jpg
2026-07-16T19:17:59,scene1,umbrella,open,4,80,352,343,352,9,1,open_loop,[],captures/e2/scene1/umbrella_open_r4_initial.jpg,captures/e2/scene1/umbrella_open_r4_final.jpg
2026-07-16T19:18:02,scene1,tissuebox,open,1,280,318,306,318,12,1,open_loop,[],captures/e2/scene1/tissuebox_open_r1_initial.jpg,captures/e2/scene1/tissuebox_open_r1_final.jpg
2026-07-16T19:18:09,scene1,folder,bisection,6,560,271,267,271,4,1,on_target,"[{""pulse"": 271, ""out"": ""on_target""}]",captures/e2/scene1/folder_bisection_r6_initial.jpg,captures/e2/scene1/folder_bisection_r6_final.jpg
2026-07-16T19:18:17,scene1,tissuebox,halving,8,280,318,306,303,3,2,on_target,"[{""pulse"": 318, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 303, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/tissuebox_halving_r8_initial.jpg,captures/e2/scene1/tissuebox_halving_r8_iter2.jpg
2026-07-16T19:18:21,scene1,folder,halving,3,560,271,267,271,4,1,on_target,"[{""pulse"": 271, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/folder_halving_r3_initial.jpg,captures/e2/scene1/folder_halving_r3_iter1.jpg
2026-07-16T19:18:28,scene1,folder,bisection,7,560,271,267,271,4,1,on_target,"[{""pulse"": 271, ""out"": ""on_target""}]",captures/e2/scene1/folder_bisection_r7_initial.jpg,captures/e2/scene1/folder_bisection_r7_final.jpg
2026-07-16T19:18:31,scene1,bear,open,3,480,284,278,284,6,1,open_loop,[],captures/e2/scene1/bear_open_r3_initial.jpg,captures/e2/scene1/bear_open_r3_final.jpg
2026-07-16T19:18:45,scene1,bowl,halving,3,240,325,326,317,9,4,invisible,"[{""pulse"": 325, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 310, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 317, ""dir"": ""unknown"", ""on"": false, ""vis"": false}, {""pulse"": 317, ""dir"": ""unknown"", ""on"": false, ""vis"": false}]",captures/e2/scene1/bowl_halving_r3_initial.jpg,captures/e2/scene1/bowl_halving_r3_iter4.jpg
2026-07-16T19:18:48,scene1,bowl,open,2,320,311,326,311,15,1,open_loop,[],captures/e2/scene1/bowl_open_r2_initial.jpg,captures/e2/scene1/bowl_open_r2_final.jpg
2026-07-16T19:18:54,scene1,bear,bisection,6,520,278,278,278,0,1,on_target,"[{""pulse"": 278, ""out"": ""on_target""}]",captures/e2/scene1/bear_bisection_r6_initial.jpg,captures/e2/scene1/bear_bisection_r6_final.jpg
2026-07-16T19:18:57,scene1,slipper,open,6,360,304,295,304,9,1,open_loop,[],captures/e2/scene1/slipper_open_r6_initial.jpg,captures/e2/scene1/slipper_open_r6_final.jpg
2026-07-16T19:19:01,scene1,bowl,open,8,260,321,326,321,5,1,open_loop,[],captures/e2/scene1/bowl_open_r8_initial.jpg,captures/e2/scene1/bowl_open_r8_final.jpg
2026-07-16T19:19:09,scene1,tissuebox,halving,3,280,318,306,303,3,2,on_target,"[{""pulse"": 318, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 303, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/tissuebox_halving_r3_initial.jpg,captures/e2/scene1/tissuebox_halving_r3_iter2.jpg
2026-07-16T19:19:16,scene1,umbrella,bisection,6,160,338,343,338,5,1,on_target,"[{""pulse"": 338, ""out"": ""on_target""}]",captures/e2/scene1/umbrella_bisection_r6_initial.jpg,captures/e2/scene1/umbrella_bisection_r6_final.jpg
2026-07-16T19:19:33,scene1,calculator,bisection,1,240,325,317,318,1,4,invisible,"[{""pulse"": 325, ""out"": ""right""}, {""pulse"": 321, ""out"": ""right""}, {""pulse"": 318, ""out"": ""unknown""}, {""pulse"": 318, ""out"": ""invisible""}]",captures/e2/scene1/calculator_bisection_r1_initial.jpg,captures/e2/scene1/calculator_bisection_r1_final.jpg
2026-07-16T19:19:44,scene1,umbrella,bisection,5,40,358,343,351,8,2,on_target,"[{""pulse"": 355, ""out"": ""right""}, {""pulse"": 351, ""out"": ""on_target""}]",captures/e2/scene1/umbrella_bisection_r5_initial.jpg,captures/e2/scene1/umbrella_bisection_r5_final.jpg
2026-07-16T19:19:58,scene1,tissuebox,bisection,8,280,318,306,307,1,3,on_target,"[{""pulse"": 318, ""out"": ""right""}, {""pulse"": 313, ""out"": ""right""}, {""pulse"": 307, ""out"": ""on_target""}]",captures/e2/scene1/tissuebox_bisection_r8_initial.jpg,captures/e2/scene1/tissuebox_bisection_r8_final.jpg
2026-07-16T19:20:01,scene1,umbrella,open,5,40,358,343,358,15,1,open_loop,[],captures/e2/scene1/umbrella_open_r5_initial.jpg,captures/e2/scene1/umbrella_open_r5_final.jpg
2026-07-16T19:20:04,scene1,bear,open,1,520,278,278,278,0,1,open_loop,[],captures/e2/scene1/bear_open_r1_initial.jpg,captures/e2/scene1/bear_open_r1_final.jpg
2026-07-16T19:20:10,scene1,tissuebox,halving,7,280,318,306,318,12,1,on_target,"[{""pulse"": 318, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/tissuebox_halving_r7_initial.jpg,captures/e2/scene1/tissuebox_halving_r7_iter1.jpg
2026-07-16T19:20:14,scene1,folder,halving,6,560,271,267,271,4,1,on_target,"[{""pulse"": 271, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/folder_halving_r6_initial.jpg,captures/e2/scene1/folder_halving_r6_iter1.jpg
2026-07-16T19:20:18,scene1,umbrella,open,3,80,352,343,352,9,1,open_loop,[],captures/e2/scene1/umbrella_open_r3_initial.jpg,captures/e2/scene1/umbrella_open_r3_final.jpg
2026-07-16T19:20:29,scene1,bear,halving,7,480,284,278,276,2,3,on_target,"[{""pulse"": 284, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 269, ""dir"": ""left"", ""on"": false, ""vis"": true}, {""pulse"": 276, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/bear_halving_r7_initial.jpg,captures/e2/scene1/bear_halving_r7_iter3.jpg
2026-07-16T19:20:37,scene1,umbrella,halving,8,40,358,343,343,0,2,on_target,"[{""pulse"": 358, ""dir"": ""right"", ""on"": false, ""vis"": true}, {""pulse"": 343, ""dir"": ""unknown"", ""on"": true, ""vis"": true}]",captures/e2/scene1/umbrella_halving_r8_initial.jpg,captures/e2/scene1/umbrella_halving_r8_iter2.jpg
