timestamp,target,u_star,offset,pulse,ground_truth,vlm_direction,correct,laser_visible,on_target,confidence,reasoning,image
2026-07-16T00:02:06,the blue folder,308,18,326,right,right,True,True,False,high,The laser dot is on the white bear to the left of the blue folder and not overlapping with it.,captures/e1/folder/q013_off+18_rep3.jpg
2026-07-16T00:02:09,the blue folder,308,-25,283,left,left,True,True,False,high,The laser dot is on the bed near a black object on the right and the blue folder is standing upright on the left. They do not overlap.,captures/e1/folder/q014_off-25_rep3.jpg
2026-07-16T00:02:13,the blue folder,308,-12,296,left,left,True,True,False,high,"The laser dot is on the bed to the right of the blue folder, and they do not overlap.",captures/e1/folder/q015_off-12_rep1.jpg
2026-07-16T00:02:16,the blue folder,308,-18,290,left,left,True,True,False,high,The laser dot is visible on the blanket to the right of the blue folder; they do not overlap.,captures/e1/folder/q016_off-18_rep5.jpg
2026-07-16T00:02:20,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is directly touching the blue folder, indicating overlap.",captures/e1/folder/q017_off+1_rep10.jpg
2026-07-16T00:02:23,the blue folder,308,-8,300,left,left,True,True,False,high,The laser dot is visible to the right of the blue folder on the bed and does not overlap the folder.,captures/e1/folder/q018_off-8_rep5.jpg
2026-07-16T00:02:29,the blue folder,308,25,333,right,right,True,True,False,high,The laser dot is on a stuffed bear to the left of the blue folder and does not overlap with it.,captures/e1/folder/q019_off+25_rep4.jpg
2026-07-16T00:02:34,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is to the right of the blue folder and not overlapping with it.,captures/e1/folder/q020_off-12_rep7.jpg
2026-07-16T00:02:37,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is visible on the body of the blue folder, clearly overlapping it.",captures/e1/folder/q021_off-2_rep4.jpg
2026-07-16T00:02:41,the blue folder,308,5,313,right,right,True,True,False,high,"The laser dot is near the edge of the bed on the left side, while the blue folder is upright against the wall; they do not overlap.",captures/e1/folder/q022_off+5_rep10.jpg
2026-07-16T00:02:44,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is on the body of the blue folder, and they overlap completely.",captures/e1/folder/q023_off-1_rep2.jpg
2026-07-16T00:02:49,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping.",captures/e1/folder/q024_off-1_rep3.jpg
2026-07-16T00:02:52,the blue folder,308,-5,303,left,unknown,False,True,True,high,"The laser dot is visible on the blue folder's body, indicating overlap.",captures/e1/folder/q025_off-5_rep5.jpg
2026-07-16T00:02:56,the blue folder,308,-18,290,left,left,True,True,False,high,"The laser dot is on the bed to the right of the blue folder, not touching or overlapping it.",captures/e1/folder/q026_off-18_rep6.jpg
2026-07-16T00:02:59,the blue folder,308,18,326,right,right,True,True,False,high,The laser dot is on a white stuffed animal to the left of the blue folder and does not overlap with it.,captures/e1/folder/q027_off+18_rep0.jpg
2026-07-16T00:03:03,the blue folder,308,3,311,right,left,False,True,False,high,The laser dot is visible on the bed to the right of the blue folder and does not overlap with it.,captures/e1/folder/q028_off+3_rep8.jpg
2026-07-16T00:03:06,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping it.",captures/e1/folder/q029_off+1_rep2.jpg
2026-07-16T00:03:10,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is on the left side on a stuffed toy on the bed, whereas the blue folder is upright on the bed toward the right; they do not overlap.",captures/e1/folder/q030_off+25_rep8.jpg
2026-07-16T00:03:14,the blue folder,308,3,311,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping it.",captures/e1/folder/q031_off+3_rep6.jpg
2026-07-16T00:03:17,the blue folder,308,-8,300,left,unknown,False,True,True,high,The laser dot is on the side of the blue folder and clearly overlaps it.,captures/e1/folder/q032_off-8_rep0.jpg
2026-07-16T00:03:21,the blue folder,308,8,316,right,right,True,True,False,high,"The laser dot is visible to the left of the blue folder on the wall, not overlapping with the folder.",captures/e1/folder/q033_off+8_rep9.jpg
2026-07-16T00:03:24,the blue folder,308,3,311,right,right,True,True,False,high,"The laser dot is visible on the bed to the left of the blue folder, and they do not overlap.",captures/e1/folder/q034_off+3_rep3.jpg
2026-07-16T00:03:29,the blue folder,308,8,316,right,unknown,False,True,True,high,"The laser dot is on the left edge of the blue folder, and they overlap.",captures/e1/folder/q035_off+8_rep4.jpg
2026-07-16T00:03:32,the blue folder,308,5,313,right,unknown,False,True,True,high,The laser dot is visible slightly to the left of the blue folder and overlaps its body.,captures/e1/folder/q036_off+5_rep5.jpg
2026-07-16T00:03:36,the blue folder,308,-25,283,left,left,True,True,False,high,The laser dot is on the black object to the right of the blue folder and does not overlap the blue folder.,captures/e1/folder/q037_off-25_rep9.jpg
2026-07-16T00:03:40,the blue folder,308,5,313,right,right,True,True,False,high,"The laser dot is visible on the bed to the left of the blue folder, and they do not overlap.",captures/e1/folder/q038_off+5_rep0.jpg
2026-07-16T00:03:43,the blue folder,308,-3,305,left,unknown,False,True,True,high,"The laser dot is on the blue folder on the bed, and they overlap.",captures/e1/folder/q039_off-3_rep7.jpg
2026-07-16T00:03:47,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the blue folder, and they overlap directly.",captures/e1/folder/q040_off+1_rep6.jpg
2026-07-16T00:03:51,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on the left side on the teddy bear, and the blue folder is on the bed; they do not overlap.",captures/e1/folder/q041_off+18_rep9.jpg
2026-07-16T00:03:54,the blue folder,308,8,316,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and they do not overlap.,captures/e1/folder/q042_off+8_rep5.jpg
2026-07-16T00:03:58,the blue folder,308,-18,290,left,left,True,True,False,high,The laser dot is on the bed to the right of the blue folder and not overlapping it.,captures/e1/folder/q043_off-18_rep11.jpg
2026-07-16T00:04:02,the blue folder,308,-8,300,left,left,True,True,False,high,The laser dot is visible to the right of the blue folder on the bed and does not overlap with it.,captures/e1/folder/q044_off-8_rep2.jpg
2026-07-16T00:04:05,the blue folder,308,3,311,right,unknown,False,True,True,high,"The laser dot is directly on the blue folder, overlapping its surface.",captures/e1/folder/q045_off+3_rep7.jpg
2026-07-16T00:04:09,the blue folder,308,-3,305,left,unknown,False,True,False,high,The laser dot is on the bed near the blue folder but not directly touching or overlapping it.,captures/e1/folder/q046_off-3_rep8.jpg
2026-07-16T00:04:12,the blue folder,308,2,310,right,unknown,False,True,True,high,The laser dot is directly on the blue folder; they overlap.,captures/e1/folder/q047_off+2_rep3.jpg
2026-07-16T00:04:16,the blue folder,308,-5,303,left,unknown,False,True,True,high,"The laser dot is on the front cover of the blue folder, clearly overlapping.",captures/e1/folder/q048_off-5_rep2.jpg
2026-07-16T00:04:20,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is directly on the blue folder, clearly overlapping it.",captures/e1/folder/q049_off+2_rep4.jpg
2026-07-16T00:04:23,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is visible on the blue folder, directly overlapping it.",captures/e1/folder/q050_off-1_rep10.jpg
2026-07-16T00:04:27,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is on the bed to the right of the blue folder and not overlapping.,captures/e1/folder/q051_off-12_rep5.jpg
2026-07-16T00:04:31,the blue folder,308,-5,303,left,unknown,False,True,True,high,The laser dot is visible on the blue folder; they clearly overlap.,captures/e1/folder/q052_off-5_rep1.jpg
2026-07-16T00:04:35,the blue folder,308,8,316,right,unknown,False,True,True,high,"The laser dot is on the left side of the blue folder, directly touching it.",captures/e1/folder/q053_off+8_rep7.jpg
2026-07-16T00:04:38,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the blue folder, indicating overlap.",captures/e1/folder/q054_off+1_rep7.jpg
2026-07-16T00:04:42,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is on the blue folder, so they overlap.",captures/e1/folder/q055_off+2_rep1.jpg
2026-07-16T00:04:46,the blue folder,308,12,320,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and not overlapping.,captures/e1/folder/q056_off+12_rep8.jpg
2026-07-16T00:04:49,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping it.",captures/e1/folder/q057_off+2_rep10.jpg
2026-07-16T00:04:53,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is on a stuffed bear, while the blue folder is on the bed and they do not overlap.",captures/e1/folder/q058_off+25_rep1.jpg
2026-07-16T00:04:57,the blue folder,308,-3,305,left,right,False,True,False,high,The laser dot is visible on the wall to the left of the blue folder and does not overlap with it.,captures/e1/folder/q059_off-3_rep0.jpg
2026-07-16T00:05:01,the blue folder,308,-2,306,left,right,False,True,False,high,The laser dot is on the bed to the left of the blue folder and not touching it.,captures/e1/folder/q060_off-2_rep1.jpg
2026-07-16T00:05:05,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is visible on the bed to the right of the blue folder and does not overlap with it.,captures/e1/folder/q061_off-12_rep8.jpg
2026-07-16T00:05:09,the blue folder,308,5,313,right,left,False,True,False,high,"The laser dot is visible on the bed to the right of the blue folder, not overlapping.",captures/e1/folder/q062_off+5_rep2.jpg
2026-07-16T00:05:12,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is clearly overlapping the blue folder, indicating that they overlap.",captures/e1/folder/q063_off-2_rep2.jpg
2026-07-16T00:05:16,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is on the plush toy on the bed, and the blue folder is on the bed, not overlapping with the laser dot.",captures/e1/folder/q064_off+25_rep2.jpg
2026-07-16T00:05:19,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is directly on the blue folder, overlapping it.",captures/e1/folder/q065_off-2_rep5.jpg
2026-07-16T00:05:23,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on the wall near a stuffed animal, and the blue folder is on the bed, not overlapping.",captures/e1/folder/q066_off+18_rep8.jpg
2026-07-16T00:05:26,the blue folder,308,12,320,right,right,True,True,False,high,"The laser dot is on the wall to the left of the blue folder, not touching or overlapping it.",captures/e1/folder/q067_off+12_rep11.jpg
2026-07-16T00:05:30,the blue folder,308,-5,303,left,unknown,False,False,False,high,The laser dot is not visible in the image.,captures/e1/folder/q068_off-5_rep7.jpg
2026-07-16T00:05:33,the blue folder,308,-3,305,left,right,False,True,False,high,"The laser dot is on the wall to the left of the blue folder, not overlapping.",captures/e1/folder/q069_off-3_rep2.jpg
2026-07-16T00:05:37,the blue folder,308,8,316,right,unknown,False,True,True,high,The laser dot is directly touching the blue folder on the bed.,captures/e1/folder/q070_off+8_rep8.jpg
2026-07-16T00:05:40,the blue folder,308,3,311,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping its body.",captures/e1/folder/q071_off+3_rep10.jpg
2026-07-16T00:05:44,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping.",captures/e1/folder/q072_off-2_rep3.jpg
2026-07-16T00:05:49,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is on the blue folder, indicating they overlap.",captures/e1/folder/q073_off-1_rep11.jpg
2026-07-16T00:05:52,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is visible on the blue folder, clearly overlapping it.",captures/e1/folder/q074_off-1_rep7.jpg
2026-07-16T00:05:55,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on a stuffed animal to the left of the blue folder, and they do not overlap.",captures/e1/folder/q075_off+18_rep6.jpg
2026-07-16T00:05:59,the blue folder,308,-8,300,left,left,True,True,False,high,The laser dot is near the blue folder but not touching or overlapping it.,captures/e1/folder/q076_off-8_rep6.jpg
2026-07-16T00:06:02,the blue folder,308,8,316,right,unknown,False,True,True,high,"The laser dot is on the blue folder, overlapping its surface.",captures/e1/folder/q077_off+8_rep10.jpg
2026-07-16T00:06:07,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on the wall and the blue folder is on the bed, they do not overlap.",captures/e1/folder/q078_off+18_rep5.jpg
2026-07-16T00:06:10,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is on a stuffed toy on the bed, while the blue folder is on the bed to the right and not overlapping.",captures/e1/folder/q079_off+25_rep5.jpg
2026-07-16T00:06:14,the blue folder,308,-8,300,left,left,True,True,False,high,"The laser dot is on the right side, not overlapping the body of the blue folder which is on the left.",captures/e1/folder/q080_off-8_rep10.jpg
2026-07-16T00:06:17,the blue folder,308,5,313,right,right,True,True,False,high,"The laser dot is on the wall to the left of the blue folder, and they do not overlap.",captures/e1/folder/q081_off+5_rep6.jpg
2026-07-16T00:06:21,the blue folder,308,12,320,right,right,True,True,False,high,"The laser dot is visible on the wall to the left of the blue folder, but they do not overlap.",captures/e1/folder/q082_off+12_rep0.jpg
2026-07-16T00:06:25,the blue folder,308,-5,303,left,right,False,True,False,high,"The laser dot is visible on the left side of the image on the bed, while the blue folder is located in the center-right area; they do not overlap.",captures/e1/folder/q083_off-5_rep6.jpg
2026-07-16T00:06:28,the blue folder,308,5,313,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and not overlapping it.,captures/e1/folder/q084_off+5_rep11.jpg
2026-07-16T00:06:32,the blue folder,308,-18,290,left,left,True,True,False,high,"The bright red/pink laser dot is on the bed to the right of the blue folder, and they do not overlap.",captures/e1/folder/q085_off-18_rep9.jpg
2026-07-16T00:06:35,the blue folder,308,12,320,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and they do not overlap.,captures/e1/folder/q086_off+12_rep10.jpg
2026-07-16T00:06:39,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the blue folder, and they clearly overlap.",captures/e1/folder/q087_off+1_rep1.jpg
2026-07-16T00:06:42,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is on a teddy bear to the left, and the blue folder is on the bed; they do not overlap.",captures/e1/folder/q088_off+25_rep7.jpg
2026-07-16T00:06:46,the blue folder,308,-5,303,left,unknown,False,True,True,high,"The laser dot is near the center of the blue folder, and they overlap.",captures/e1/folder/q089_off-5_rep0.jpg
2026-07-16T00:06:50,the blue folder,308,3,311,right,right,True,True,False,high,"The laser dot is visible on the bed to the left of the blue folder, and they do not overlap.",captures/e1/folder/q090_off+3_rep4.jpg
2026-07-16T00:06:54,the blue folder,308,2,310,right,right,True,True,False,high,"The laser dot is visible on the bed to the left of the blue folder, and they do not overlap.",captures/e1/folder/q091_off+2_rep0.jpg
2026-07-16T00:06:58,the blue folder,308,-25,283,left,left,True,True,False,high,The laser dot is to the right of the blue folder on the bed and does not overlap with it.,captures/e1/folder/q092_off-25_rep4.jpg
2026-07-16T00:07:02,the blue folder,308,18,326,right,right,True,True,False,high,The laser dot is on a stuffed bear to the left of the blue folder and they do not overlap.,captures/e1/folder/q093_off+18_rep1.jpg
2026-07-16T00:07:05,the blue folder,308,12,320,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and does not overlap with it.,captures/e1/folder/q094_off+12_rep5.jpg
2026-07-16T00:07:09,the blue folder,308,12,320,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder without overlapping.,captures/e1/folder/q095_off+12_rep7.jpg
2026-07-16T00:07:13,the blue folder,308,3,311,right,unknown,False,False,False,high,"The laser dot is not visible in the image, and the blue folder is on the bed.",captures/e1/folder/q096_off+3_rep2.jpg
2026-07-16T00:07:16,the blue folder,308,1,309,right,right,True,True,False,high,The laser dot is visible on the bed to the left of the blue folder and does not overlap with it.,captures/e1/folder/q097_off+1_rep11.jpg
2026-07-16T00:07:20,the blue folder,308,3,311,right,unknown,False,False,False,high,"The laser dot is not visible in the image, and the blue folder is on the bed.",captures/e1/folder/q098_off+3_rep0.jpg
2026-07-16T00:07:23,the blue folder,308,5,313,right,unknown,False,False,False,high,"The laser dot is not visible, and the blue folder is on the bed leaning against the wall.",captures/e1/folder/q099_off+5_rep3.jpg
2026-07-16T00:07:27,the blue folder,308,3,311,right,unknown,False,False,False,high,"The red/pink laser dot is not visible in the image, and the blue folder is on the bed.",captures/e1/folder/q100_off+3_rep11.jpg
2026-07-16T00:07:31,the blue folder,308,18,326,right,right,True,True,False,high,The laser dot is visible on the white stuffed bear to the left of the blue folder but not overlapping it.,captures/e1/folder/q101_off+18_rep7.jpg
2026-07-16T00:07:35,the blue folder,308,-18,290,left,left,True,True,False,high,"The laser dot is on the bed and not touching the blue folder, which is upright against the wall.",captures/e1/folder/q102_off-18_rep2.jpg
2026-07-16T00:07:39,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping its body.",captures/e1/folder/q103_off+1_rep4.jpg
2026-07-16T00:07:43,the blue folder,308,-5,303,left,left,True,True,False,high,"The laser dot is on the right side of the bed, while the blue folder is positioned on the bed, near the center.",captures/e1/folder/q104_off-5_rep4.jpg
2026-07-16T00:07:46,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is on the blue folder, directly overlapping.",captures/e1/folder/q105_off-1_rep6.jpg
2026-07-16T00:07:50,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on the wall to the left of the blue folder, and they do not overlap.",captures/e1/folder/q106_off+18_rep11.jpg
2026-07-16T00:07:54,the blue folder,308,3,311,right,right,True,True,False,high,"The laser dot is on the bed to the left of the blue folder, not overlapping.",captures/e1/folder/q107_off+3_rep5.jpg
2026-07-16T00:07:58,the blue folder,308,-5,303,left,left,True,True,False,high,The laser dot is visible on the bed to the right of the blue folder and does not overlap with it.,captures/e1/folder/q108_off-5_rep8.jpg
2026-07-16T00:08:03,the blue folder,308,25,333,right,right,True,True,False,high,"The laser dot is visible on a teddy bear on the left side of the image, and the blue folder is on the right side on the bed; they do not overlap.",captures/e1/folder/q109_off+25_rep11.jpg
2026-07-16T00:08:06,the blue folder,308,-25,283,left,left,True,True,False,high,The laser dot is on a black cylindrical object to the right of the blue folder and they are not overlapping.,captures/e1/folder/q110_off-25_rep6.jpg
2026-07-16T00:08:10,the blue folder,308,-18,290,left,left,True,True,False,high,The laser dot is on the bed to the right of the blue folder and does not overlap with it.,captures/e1/folder/q111_off-18_rep0.jpg
2026-07-16T00:08:13,the blue folder,308,-8,300,left,left,True,True,False,high,"The laser dot is on the bed to the right of the blue folder, not overlapping.",captures/e1/folder/q112_off-8_rep3.jpg
2026-07-16T00:08:17,the blue folder,308,8,316,right,right,True,True,False,high,"The laser dot is on the wall immediately to the left of the blue folder, and they do not overlap.",captures/e1/folder/q113_off+8_rep11.jpg
2026-07-16T00:08:21,the blue folder,308,-25,283,left,left,True,True,False,high,"The laser dot is on a dark object on the bed, while the blue folder is upright against a wall to the left, and they do not overlap.",captures/e1/folder/q114_off-25_rep5.jpg
2026-07-16T00:08:25,the blue folder,308,-25,283,left,left,True,True,False,high,"The laser dot is on the right side on a black object on the bed and the blue folder is on the left side, with no overlap.",captures/e1/folder/q115_off-25_rep7.jpg
2026-07-16T00:08:28,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is visible on the blue folder, suggesting they overlap.",captures/e1/folder/q116_off-2_rep8.jpg
2026-07-16T00:08:32,the blue folder,308,-18,290,left,left,True,True,False,high,The laser dot is on the bed near the blue folder and not overlapping it.,captures/e1/folder/q117_off-18_rep3.jpg
2026-07-16T00:08:36,the blue folder,308,-12,296,left,left,True,True,False,high,"The laser dot is on the bed to the right of the blue folder, not touching it.",captures/e1/folder/q118_off-12_rep0.jpg
2026-07-16T00:08:39,the blue folder,308,5,313,right,right,True,True,False,high,The laser dot is visible on the wall to the left of the blue folder and does not overlap it.,captures/e1/folder/q119_off+5_rep9.jpg
2026-07-16T00:08:43,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is visible on the blue folder, clearly overlapping its body.",captures/e1/folder/q120_off-1_rep1.jpg
2026-07-16T00:08:46,the blue folder,308,-5,303,left,left,True,True,False,high,"The laser dot is on the right wall, while the blue folder is on the bed; they do not overlap.",captures/e1/folder/q121_off-5_rep10.jpg
2026-07-16T00:08:50,the blue folder,308,5,313,right,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping it.",captures/e1/folder/q122_off+5_rep1.jpg
2026-07-16T00:08:54,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is visible on the teddy bear to the left, and the blue folder is on the right part of the bed with no overlap.",captures/e1/folder/q123_off+18_rep4.jpg
2026-07-16T00:08:57,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is on the bed to the right of the blue folder and they do not overlap.,captures/e1/folder/q124_off-12_rep6.jpg
2026-07-16T00:09:01,the blue folder,308,-18,290,left,left,True,True,False,high,The laser dot is to the right of the blue folder and does not overlap with it.,captures/e1/folder/q125_off-18_rep1.jpg
2026-07-16T00:09:05,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is visible on the blue folder, directly overlapping it.",captures/e1/folder/q126_off+2_rep7.jpg
2026-07-16T00:09:09,the blue folder,308,-12,296,left,left,True,True,False,high,"The laser dot is on the bed near the blue folder, but not directly touching or overlapping it.",captures/e1/folder/q127_off-12_rep2.jpg
2026-07-16T00:09:13,the blue folder,308,-1,307,left,right,False,True,False,high,"The laser dot is near the bottom left of the image on the table, while the blue folder is on the bed; they do not overlap.",captures/e1/folder/q128_off-1_rep9.jpg
2026-07-16T00:09:17,the blue folder,308,3,311,right,unknown,False,True,True,high,"The laser dot is visible on the blue folder, directly overlapping it.",captures/e1/folder/q129_off+3_rep9.jpg
2026-07-16T00:09:21,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is clearly on the blue folder, indicating an overlap.",captures/e1/folder/q130_off-2_rep11.jpg
2026-07-16T00:09:25,the blue folder,308,1,309,right,unknown,False,True,True,high,The laser dot is on the surface of the blue folder and is overlapping with it.,captures/e1/folder/q131_off+1_rep5.jpg
2026-07-16T00:09:29,the blue folder,308,-25,283,left,left,True,True,False,high,"The laser dot is on the bed to the right of the blue folder, not overlapping.",captures/e1/folder/q132_off-25_rep8.jpg
2026-07-16T00:09:33,the blue folder,308,5,313,right,right,True,True,False,high,"The laser dot is on the wall to the left of the blue folder, not overlapping it.",captures/e1/folder/q133_off+5_rep8.jpg
2026-07-16T00:09:37,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is on the bed near the blue folder but not touching it.,captures/e1/folder/q134_off-12_rep3.jpg
2026-07-16T00:09:41,the blue folder,308,-3,305,left,unknown,False,False,False,high,The laser dot is not visible and the blue folder is on the bed.,captures/e1/folder/q135_off-3_rep5.jpg
2026-07-16T00:09:45,the blue folder,308,-5,303,left,unknown,False,True,True,high,"The laser dot is located directly on the blue folder, overlapping its body.",captures/e1/folder/q136_off-5_rep11.jpg
2026-07-16T00:09:48,the blue folder,308,-3,305,left,unknown,False,True,True,high,"The laser dot is on the blue folder, indicating they overlap.",captures/e1/folder/q137_off-3_rep4.jpg
2026-07-16T00:09:52,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is on the blue folder, overlapping it directly.",captures/e1/folder/q138_off+2_rep2.jpg
2026-07-16T00:09:55,the blue folder,308,12,320,right,right,True,True,False,high,"The laser dot is on the left wall, while the blue folder is on the bed; they do not overlap.",captures/e1/folder/q139_off+12_rep4.jpg
2026-07-16T00:09:59,the blue folder,308,-3,305,left,unknown,False,True,True,high,"The laser dot is on the blue folder, and they clearly overlap.",captures/e1/folder/q140_off-3_rep1.jpg
2026-07-16T00:10:04,the blue folder,308,18,326,right,right,True,True,False,high,"The laser dot is on the stuffed toy to the left of the blue folder, and they do not overlap.",captures/e1/folder/q141_off+18_rep2.jpg
2026-07-16T00:10:08,the blue folder,308,-1,307,left,unknown,False,True,True,high,"The laser dot is on the blue folder, overlapping its body.",captures/e1/folder/q142_off-1_rep0.jpg
2026-07-16T00:10:13,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is on the blue folder, clearly overlapping with it.",captures/e1/folder/q143_off-2_rep7.jpg
2026-07-16T00:10:16,the blue folder,308,-3,305,left,unknown,False,True,True,high,The laser dot is directly on the blue folder.,captures/e1/folder/q144_off-3_rep11.jpg
2026-07-16T00:10:20,the blue folder,308,-12,296,left,left,True,True,False,high,The laser dot is visible to the right of the blue folder and does not overlap.,captures/e1/folder/q145_off-12_rep11.jpg
2026-07-16T00:10:24,the blue folder,308,-8,300,left,left,True,True,False,high,The laser dot is on the bed to the right of the blue folder and not overlapping.,captures/e1/folder/q146_off-8_rep7.jpg
2026-07-16T00:10:28,the blue folder,308,-2,306,left,left,True,True,False,high,"The laser dot is visible on the middle left area of the bed, while the blue folder is on the far upper left of the bed, and they do not overlap.",captures/e1/folder/q147_off-2_rep0.jpg
2026-07-16T00:10:32,the blue folder,308,2,310,right,unknown,False,True,True,high,"The laser dot is visible on the blue folder, overlapping with it.",captures/e1/folder/q148_off+2_rep8.jpg
2026-07-16T00:10:36,the blue folder,308,-2,306,left,unknown,False,True,True,high,"The laser dot is on the blue folder, indicating overlap.",captures/e1/folder/q149_off-2_rep6.jpg
2026-07-16T00:10:39,the blue folder,308,12,320,right,right,True,True,False,high,The laser dot is on the wall to the left of the blue folder and does not overlap it.,captures/e1/folder/q150_off+12_rep2.jpg
2026-07-16T00:10:43,the blue folder,308,1,309,right,unknown,False,True,True,high,"The laser dot is on the surface of the blue folder, clearly overlapping it.",captures/e1/folder/q151_off+1_rep8.jpg
2026-07-16T00:10:47,the blue folder,308,5,313,right,unknown,False,True,True,high,"The laser dot is directly on the blue folder, and they overlap.",captures/e1/folder/q152_off+5_rep7.jpg
